able#a#1740,TMP,usually#n#-1,followed#n#-1
able#a#1740,VAL,necessary#a#1584458,means#n#6033377
able#a#1740,SRC,-#n#-1,authority#n#5203850
unable#a#2098,QNT,not#r#24073,unable#a#2098
unable#a#2098,TMP,usually#n#-1,followed#n#-1
unable#a#2098,VAL,necessary#a#1584458,means#n#6033377
abaxial#a#2312,VAL,axis#n#6017958,facing#n#3320750
abaxial#a#2312,PW,axis#n#6017958,organism#n#4475
abaxial#a#2312,PW,axis#n#6017958,organ#n#5305022
adaxial#a#2527,VAL,nearest#s#2040963,adaxial#a#2527
adaxial#a#2527,VAL,axis#n#6017958,facing#n#3320750
adaxial#a#2527,PW,axis#n#6017958,organism#n#4475
acroscopic#a#2730,AGT,acroscopic#a#2730,facing#n#3320750
acroscopic#a#2730,PW,side#n#8666920,apex#n#8695539
basiscopic#a#2843,AGT,basiscopic#a#2843,facing#n#3320750
basiscopic#a#2843,QNT,base#n#2801449,side#n#8666920
basiscopic#a#2843,PW,side#n#8666920,base#n#2801449
abducent#a#2956,MNR,especially#r#84223,drawing away#n#-1
abducent#a#2956,VAL,midline#n#13884289,drawing away#n#-1
abducent#a#2956,PW,midline#n#13884289,body#n#7981699
abducent#a#2956,VAL,adjacent#s#447018,part#n#3898588
adducent#a#3131,MNR,especially#r#84223,bringing together#v#1609993
adducent#a#3131,VAL,midline#n#13884289,drawing#n#7016235
adducent#a#3131,PW,midline#n#13884289,body#n#7981699
adducent#a#3131,LOC,part#n#3898588,drawing#n#7016235
adducent#a#3131,VAL,adjacent#s#447018,part#n#3898588
emergent#s#3552,MNR,emergent#s#3552,coming into#n#-1
emergent#s#3552,THM,existence#n#13977471,coming into#n#-1
dissilient#s#3699,MNR,open#a#1656822,bursting#v#310092
dissilient#s#3699,VAL,open#a#1656822,force#n#11479041
dissilient#s#3699,VAL,ripe#s#1665754,seed vessels#n#11704733
dying#a#3938,VAL,process#n#5709328,associated#v#715072
dying#a#3938,VAL,passing#s#1760804,associated#v#715072
dying#a#3938,AGT,process#n#5709328,passing#s#1760804
dying#a#3938,THM,life#n#13986528,passing#s#1760804
moribund#s#4170,VAL,moribund#s#4170,point#n#8637636
moribund#s#4170,QNT,point#n#8637636,death#n#7370091
moribund#s#4170,QNT,last#n#15292365,your#n#-1
last#s#4295,THM,last#s#4295,occurring#v#725311
last#s#4295,TMP,time#n#15295388,occurring#v#725311
abridged#a#4412,VAL,texts#n#6399623,used#v#1161188
cut#s#4614,THM,parts#n#3898588,removed#v#173351
half-length#s#4722,THM,half-length#s#4722,abridged#v#237729
half-length#s#4722,THM,length#n#5136466,half#n#-1
half-length#s#4722,POS,its#n#-1,length#n#5136466
half-length#s#4722,VAL,original#s#1016100,length#n#5136466
potted#s#4816,MNR,potted#s#4816,summarized#v#2758570
unabridged#a#4979,VAL,texts#n#6399623,used#v#1161188
direct#s#5472,MNR,direct#s#5472,lacking#v#2638434
direct#s#5472,THM,elements#n#5877576,lacking#v#2638434
direct#s#5472,VAL,exact#s#634639,elements#n#5877576
relative#a#6050,THM,relative#a#6050,estimated#v#674352
relative#a#6050,VAL,comparison#n#143485,estimated#v#674352
relative#a#6050,VAL,absolute#a#5204,comparison#n#143485
relative#a#6050,VAL,not#r#24073,absolute#a#5204
relational#s#6263,VAL,relational#s#6263,relation#n#32220
absorbent#a#6354,AGT,power#n#11473433,absorb#v#603650
absorbent#a#6354,AGT,capacity#n#5210665,absorb#v#603650
absorbent#a#6354,THM,something#n#-1,soak up#v#602438
absorbefacient#s#6795,AGT,absorbefacient#s#6795,inducing#n#159997
absorbefacient#s#6795,THM,absorption#n#13445095,inducing#n#159997
assimilating#s#6903,MNR,capable#a#308813,assimilating#s#6903
hygroscopic#s#7115,AGT,hygroscopic#s#7115,absorbing#v#603650
hygroscopic#s#7115,THM,moisture#n#14559033,absorbing#v#603650
receptive#s#7227,VAL,not#r#24073,repellent#s#1809556
shock-absorbent#s#7350,AGT,shock#n#-1,absorb#v#603650
shock-absorbent#s#7350,VAL,absorbent#n#-1,shock#n#-1
shock-absorbent#s#7350,AGT,capacity#n#5210665,absorb#v#603650
shock-absorbent#s#7350,THM,energy#n#11472635,absorb#v#603650
shock-absorbent#s#7350,VAL,impact#n#7353152,absorb#v#603650
spongy#s#7535,THM,liquids#n#14964524,absorb#v#603650
spongy#s#7535,THM,it#n#-1,yield#v#2344167
thirsty#s#7716,THM,quantities#n#33914,take in#v#856586
thirsty#s#7716,VAL,moisture#n#14559033,take in#v#856586
thirsty#s#7716,QNT,quantities#n#33914,moisture#n#14559033
thirsty#s#7716,VAL,large#a#1385012,quantities#n#33914
nonabsorbent#a#7832,VAL,capable#a#308813,nonabsorbent#a#7832
nonabsorbent#a#7832,VAL,not#r#24073,capable#a#308813
repellent#s#8009,AGT,incapable#a#308986,absorbing#v#603650
repellent#s#8009,ISA,repellent#s#8009,incapable#a#308986
adsorbent#a#8225,AGT,adsorbent#a#8225,adsorb#v#1540232
adsorbent#a#8225,AGT,tendency#n#6206319,adsorb#v#1540232
adsorbent#a#8225,AGT,capacity#n#5210665,adsorb#v#1540232
adsorbent#a#8225,THM,cause#v#1649143,adsorb#v#1540232
adsorbent#a#8225,VAL,surface#n#4369112,accumulate#v#158612
chemisorptive#s#8462,AGT,chemisorptive#s#8462,adsorb#v#1540232
chemisorptive#s#8462,AGT,capacity#n#5210665,adsorb#v#1540232
chemisorptive#s#8462,TMP,contrasted#v#662884,adsorb#v#1540232
chemisorptive#s#8462,VAL,physical#s#629845,forces#n#11479041
chemisorptive#s#8462,THM,chemical#n#14831008,adsorb#v#1540232
nonadsorbent#a#8614,AGT,nonadsorbent#a#8614,lacking#v#2638434
nonadsorbent#a#8614,THM,capacity#n#5210665,lacking#v#2638434
nonadsorbent#a#8614,THM,cause#v#1649143,adsorb#v#1540232
nonadsorbent#a#8614,VAL,surface#n#4369112,accumulate#v#158612
absorbable#a#8753,VAL,pores#n#13935130,taken in#v#856586
absorbable#a#8753,PW,pores#n#13935130,surface#n#4369112
absorbable#a#8753,LOC,surface#n#4369112,taken in#v#856586
adsorbable#a#8896,LOC,surface#n#4369112,accumulated#v#158612
adsorbable#a#8896,PW,surface#n#4369112,solid#n#15071467
abstemious#a#9065,AGT,abstemious#a#9065,sparing#n#-1
abstemious#a#9065,VAL,consumption#n#839759,sparing#n#-1
abstemious#a#9065,PW,consumption#n#839759,drink#n#7901198
abstemious#a#9065,QNT,drink#n#7901198,consumption#n#839759
abstinent#s#9365,AGT,abstinent#s#9365,indulging#n#1075165
abstinent#s#9365,AGT,self#n#-1,indulging#n#1075165
abstinent#s#9365,THM,appetite#n#7500766,indulging#n#1075165
abstinent#s#9365,QNT,drink#n#7901198,indulging#n#1075165
abstinent#s#9365,VAL,food#n#21445,indulging#n#1075165
abstinent#s#9365,QNT,especially#r#84223,food#n#21445
abstinent#s#9365,QNT,especially#r#84223,drink#n#7901198
abstinent#s#9365,ISA,abstinent#s#9365,self#n#-1
ascetic#s#9637,AGT,ascetic#s#9637,practicing#v#2574587
ascetic#s#9637,THM,self-denial#n#4889024,practicing#v#2574587
ascetic#s#9637,VAL,great#s#1389817,self-denial#n#4889024
gluttonous#a#9997,THM,gluttonous#a#9997,given#s#28393
gluttonous#a#9997,VAL,consumption#n#839759,given#s#28393
gluttonous#a#9997,QNT,excess#s#1585713,given#s#28393
gluttonous#a#9997,PW,consumption#n#839759,drink#n#7901198
gluttonous#a#9997,THM,food#n#21445,given#s#28393
gluttonous#a#9997,QNT,drink#n#7901198,consumption#n#839759
crapulous#s#10404,THM,crapulous#s#10404,given#s#28393
crapulous#s#10404,THM,intemperance#n#4892466,gross#v#2296395
crapulous#s#10404,LOC,drinking#n#844789,gross#v#2296395
crapulent#s#10556,THM,crapulent#s#10556,suffering#s#2468099
crapulent#s#10556,VAL,eating#n#840028,suffering#s#2468099
crapulent#s#10556,VAL,drinking#n#844789,suffering#s#2468099
crapulent#s#10556,VAL,excessive#s#1533974,eating#n#840028
crapulent#s#10556,VAL,excessive#s#1533974,drinking#n#844789
crapulent#s#10556,SRC,excessive#s#1533974,drinking#n#844789
edacious#s#10745,AGT,edacious#s#10745,devouring#v#1824736
edacious#s#10745,THM,food#n#21445,devouring#v#1824736
edacious#s#10745,LOC,quantities#n#33914,devouring#v#1824736
edacious#s#10745,QNT,quantities#n#33914,food#n#21445
edacious#s#10745,ISA,craving food#n#-1,food#n#21445
edacious#s#10745,VAL,great#s#1389817,quantities#n#33914
greedy#s#11179,MNR,greedy#s#11179,wanting#n#14472871
greedy#s#11179,THM,drink#v#1172332,eat#v#1168667
greedy#s#11179,MNR,reasonably#r#35718,consume#v#1159300
hoggish#s#11346,AGT,hoggish#s#11346,resembling#v#2665282
hoggish#s#11346,THM,swine#n#2397655,resembling#v#2665282
hoggish#s#11346,VAL,gluttonous#a#9978,swine#n#2397655
hoggish#s#11346,VAL,coarsely#r#190709,gluttonous#a#9978
overgreedy#s#11684,VAL,excessively#r#47392,gluttonous#a#9978
abstract#a#11776,THM,abstract#a#11776,existing#v#2622766
abstract#a#11776,LOC,mind#n#5619057,existing#v#2622766
abstract#a#11776,MNR,only#r#11221,existing#v#2622766
abstract#a#11776,AGT,embodiment#n#10438047,separated#v#2627934
conceptual#s#12381,AGT,formation#n#8443418,characterized#v#2703792
conceptual#s#12381,AGT,concepts#n#5844071,characterized#v#2703792
conceptual#s#12381,POS,their#n#-1,formation#n#8443418
ideal#s#12708,AGT,ideal#s#12708,constituting#v#2401347
ideal#s#12708,VAL,form#n#6301417,constituting#v#2401347
ideal#s#12708,TMP,only#r#11221,form#n#6301417
ideological#s#12951,MNR,ideological#s#12951,concerned#v#2681865
ideological#s#12951,MNR,suggestive#s#687611,concerned#v#2681865
concrete#a#13179,AGT,senses#n#3997192,perceived#v#592914
concrete#a#13179,VAL,abstract#a#11776,senses#n#3997192
concrete#a#13179,VAL,not#r#24073,abstract#a#11776
objective#s#13461,THM,objective#s#13461,belonging#n#7545205
objective#s#13461,VAL,experience#n#5993469,belonging#n#7545205
objective#s#13461,TMP,immediate#a#773875,experience#n#5993469
objective#s#13461,VAL,actual#s#2470192,things#n#13967020
real#s#13681,VAL,fact#n#5825522,treated#v#2519853
abundant#a#13906,VAL,present#a#1735600,quantity#n#33914
abundant#a#13906,VAL,great#s#1389817,quantity#n#33914
abounding#s#14377,LOC,abundance#n#5122340,existing#v#2622766
ample#s#14509,MNR,ample#s#14509,affording#v#2344167
ample#s#14509,THM,supply#n#13799556,affording#v#2344167
ample#s#14509,VAL,abundant#a#13887,supply#n#13799556
copious#s#14877,QNT,large#a#1385012,copious#s#14877
copious#s#14877,VAL,large#a#1385012,number#n#5128718
copious#s#14877,VAL,large#a#1385012,quantity#n#33914
easy#s#15134,VAL,effort#n#787849,obtained#v#523831
easy#s#15134,VAL,sacrifice#n#206740,obtained#v#523831
easy#s#15134,TMP,often#r#35058,obtained#v#523831
easy#s#15134,MNR,illegally#r#154536,obtained#v#523831
easy#s#15134,VAL,little#a#1394303,effort#n#787849
easy#s#15134,VAL,little#a#1394303,sacrifice#n#206740
easy#s#15134,SRC,little#a#1394303,sacrifice#n#206740
exuberant#s#15284,VAL,abundance#n#5122340,growing#a#3082307
exuberant#s#15284,VAL,extreme#s#1515272,abundance#n#5122340
overabundant#s#15758,VAL,excessively#r#47392,abundant#a#13887
plentiful#s#15892,QNT,number#n#5128718,existing#v#2622766
plentiful#s#15892,VAL,quantity#n#33914,existing#v#2622766
plentiful#s#15892,QNT,number#n#5128718,quantity#n#33914
plentiful#s#15892,VAL,great#s#1389817,number#n#5128718
plentiful#s#15892,VAL,great#s#1389817,quantity#n#33914
plentiful#s#15892,SRC,great#s#1389817,quantity#n#33914
rampant#s#16043,VAL,lush#s#15284,growth#n#13510240
rampant#s#16043,VAL,lush#s#15284,growth#n#13510240
rank#s#16173,THM,rank#s#16173,growing#a#3082307
rank#s#16173,MNR,profusely#r#214554,growing#a#3082307
superabundant#s#16285,VAL,excessively#r#47392,abundant#a#13887
teeming#s#16388,MNR,abundantly#r#214554,filled#v#453467
teeming#s#16388,VAL,living things#n#4258,filled#v#453467
teeming#s#16388,VAL,especially#r#84223,living things#n#4258
torrential#s#16570,THM,torrential#s#16570,pouring#v#2032212
torrential#s#16570,VAL,abundance#n#5122340,pouring#v#2032212
verdant#s#16685,MNR,verdant#s#16685,characterized#v#2703792
verdant#s#16685,AGT,abundance#n#5122340,characterized#v#2703792
verdant#s#16685,PW,abundance#n#5122340,verdure#n#13174428
scarce#a#16794,VAL,deficient#s#2305084,quantity#n#33914
scarce#a#16794,VAL,deficient#s#2305084,number#n#5128718
scarce#a#16794,THM,number#n#5128718,compared#v#654571
rare#s#17062,VAL,not#r#24073,widely distributed#a#1106614
tight#s#17224,MNR,expensive#a#933154,affected#v#137133
tight#s#17224,AGT,scarcity#n#5124253,affected#v#137133
abused#a#17390,ISA,abused#a#17390,subjected#v#2115410
abused#a#17390,VAL,treatment#n#659325,subjected#v#2115410
abused#a#17390,VAL,cruel#s#1263013,treatment#n#659325
battered#s#17547,THM,symptoms#n#14323139,exhibiting#v#2637937
battered#s#17547,VAL,injury#n#14309164,resulting#v#2640346
battered#s#17547,MNR,repeated#n#7356649,injury#n#14309164
battered#s#17547,MNR,physical#s#629845,repeated#n#7356649
battered#s#17547,VAL,physical#s#629845,injury#n#14309164
unabused#a#17726,THM,unabused#a#17726,abused#v#2522260
